,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
1583,one,favorite,national,parks,acadia,national,park,maine,located,maine,rocky,coastline,park,consists,mountains,forests,lakes,islands,atlantic,shore,family,spent,weeks,summer,escape,heat,spent,vacation,exploring,outdoors,biking,hiking,collecting,seashells,even,took,whale-watching,boat,trip,saw,couple,whales,playing,water,suffering,seasickness,abundant,wildlife,one,favorite,aspects,acadia,one,kayaking,trip,spotted,seals,dolphins,eagles,starfish,make,trip,acadia,mind,waking,early,one,day,head,cadillac,mountain,watch,sunrise,due,high,elevation,latitude,cadillac,mountain,one,first,places,view,sunrise,united,states,morning,heartily,recommend,visit,beautiful,exciting,park,friends,family,according,passage,following,statements,acadia,national,park,true,many,opportunities,spot,mammals,wildlife,park,visitors,wary,hot,weather,visiting,summer,cadillac,mountain,great,place,watch,sunset,park,get,seasick,easily,,,,,,,,,,,,,,,,,,,,
1584,last,saturday,got,flat,tire,bike,thankfully,neighbor,taught,simple,steps,patch,tire,get,back,road,patch,kit,bike,shop,supplies,need,first,take,wheel,use,socket,wrench,loosen,bolt,wheel,next,find,damage,caused,flat,tire,inside,tough,outer,tire,inflatable,inner,tube,damage,usually,occurs,take,tire,wheel,inspect,inner,tube,may,see,hole,hear,air,hissing,tube,find,hole,patch,removing,tube,clean,area,around,hole,apply,glue,firmly,place,patch,onto,area,applying,patch,letting,glue,dry,inflate,tube,slightly,ensure,holds,air,finally,put,tube,back,tire,reattach,wheel,bike,finish,inflating,tire,according,passage,one,immediately,applying,glue,clean,damaged,area,inner,tube,remove,inner,tube,tire,inspect,inner,tube,damage,inflate,inner,tube,slightly,,,,,,,,,,,,,,,,,,,,,,,,
1585,last,year,never,opera,intimidated,ever,since,went,hooked,love,much,first,much,enjoy,includes,visual,performing,arts,music,theater,painting,design,grand,scale,also,opera,singers,talented,singers,world,amazing,hear,sing,complicated,music,stories,operas,tell,another,fantastic,aspect,based,stories,world,best,authors,perhaps,interesting,discovery,made,first,opera,experience,immediately,love,knew,wanted,operas,see,easier,gets,hear,different,parts,understand,various,styles,increase,appreciation,exceptional,art,form,purpose,passage,likely,convince,reader,attend,opera,argue,opera,exceptional,art,form,inform,reader,typical,opera,experience,present,personal,experience,discovering,opera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,following,excerpt,optimism,helen,keller,work,love,labor,head,hands,optimist,spite,used,think,thwarted,desire,something,useful,found,though,ways,make,useful,yet,work,open,endless,darwin,could,work,half,hour,time,yet,many,diligent,half-hours,laid,anew,foundations,philosophy,long,accomplish,great,noble,task,chief,duty,joy,accomplish,humble,tasks,though,great,noble,service,think,best,fulfil,demands,day,makes,upon,rejoice,others,green,historian,tells,world,moved,along,mighty,shoves,heroes,also,aggregate,tiny,pushes,honest,worker,thought,alone,suffices,guide,dark,world,passage,suggests,humanity,achieves,progress,acts,great,small,diligent,labor,workers,selflessness,greatest,minds,influential,activities,heroes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,following,excerpt,awakening,kate,chopin,withdrew,glance,newspaper,looked,noise,ever,house,main,building,called,house,distinguish,cottages,chattering,whistling,birds,still,two,young,girls,farival,twins,playing,duet,zampa,upon,piano,madame,lebrun,bustling,giving,orders,high,key,yard-boy,whenever,got,inside,house,directions,equally,high,voice,dining-room,servant,whenever,got,outside,fresh,pretty,woman,clad,always,white,elbow,sleeves,starched,skirts,crinkled,came,went,farther,one,cottages,lady,black,walking,demurely,telling,beads,according,passage,giving,orders,different,people,newspaper,reader,farival,sisters,madame,lebrun,lady,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,following,excerpt,correggio,estelle,hurll,classic,mythology,diana,greek,artemis,goddess,moon,twin,sister,sun-god,apollo,rays,moonlight,seem,pierce,air,like,arrows,diana,like,apollo,said,carry,quiver,darts,slender,arc,crescent,moon,bow,thence,natural,consider,fond,hunting,became,special,patroness,chase,sylvan,sports,favorite,haunts,groves,lakes,blessed,increase,field,meadow,mistress,brute,creation,showed,special,favor,bear,boar,dog,goat,hind,deer,author,phrases,example,metaphor,blessed,increase,field,meadow,rays,moonlight,seem,pierce,air,like,arrows,goddess,moon,twin,sister,sun-god,apollo,became,special,patroness,chase,sylvan,sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,following,excerpt,great,artists,vol,jennie,ellis,keysor,durer,character,one,purest,found,honor-list,world,bore,heavy,burdens,patience,true,country,distracting,times,father,popular,illustration,originator,illustrated,books,many-sided,genius,vinci,prolific,raphael,though,along,different,line,architect,sculptor,painter,engraver,author,civil,engineer,proves,former,point,fact,left,great,number,signed,works,satisfies,regarding,latter,comparison,according,passage,durer,similar,vinci,skilled,many,different,areas,initiated,illustration,books,highest,character,left,many,signed,works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,went,week,without,air,conditioning,middle,summer,constant,heat,made,realize,things,first,really,hard,feel,energetic,anything,break,sweat,merely,walking,another,room,want,anything,secondly,apparently,hot,completely,lose,appetite,would,rather,sit,around,moving,except,drink,cold,water,rather,prepare,meal,preparing,something,simple,like,salad,worth,effort,thirdly,finally,air,conditioning,seemed,cold,could,find,comfortable,temperature,anywhere,finally,learned,sleeping,heat,impossible,felt,like,sheets,heated,kept,moving,around,find,cool,spot,air,conditioning,eventually,repaired,given,choice,expensive,part,could,restore,air,conditioning,sooner,cheaper,part,would,require,another,week,waiting,guess,chose,according,passage,narrator,ate,less,hungry,got,bored,salads,want,hot,meal,felt,kitchen,hot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,henry,ford,grew,farm,dearborn,michigan,interested,machines,farming,young,age,proclivity,building,fixing,mechanical,items,apparent,learned,fix,watches,build,basic,water,wheels,steam,engines,leaving,home,ford,went,detroit,worked,apprentice,manufacturer,railroad,cars,eager,gain,much,mechanical,knowledge,possible,held,several,positions,several,years,later,serving,chief,engineer,illuminating,company,ford,built,first,car,referred,horseless,carriage,built,second,car,two,years,later,succeeded,convincing,others,invest,idea,company,would,make,sell,cars,ability,inspire,confidence,product,combined,mechanical,engineering,aptitude,led,ford,success,according,passage,following,statements,henry,ford,correct,gained,investors,building,second,car,succeeded,marketing,first,car,designed,successful,apprentice,illuminating,company,far,better,mechanical,engineering,marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,development,electric,telegraph,greatly,changed,way,diplomacy,conducted,century,time,information,exchanged,speed,sailing,ship,galloping,horse,inventors,working,independently,several,countries,developed,workable,electric,telegraphs,devices,quickly,superseded,technologies,name,mid-19th,century,telegraphy,acquired,present,definition,device,transmitting,messages,electric,impulses,traveled,instantaneously,wire,distant,receivers,interpreted,readable,text,european,foreign,ministries,first,used,telegraphy,early,become,important,tool,diplomacy,united,states,completion,successful,transatlantic,cable,according,passage,following,statements,telegraphy,correct,developed,several,american,inventors,independently,foreign,ministry,credited,sending,first,transatlantic,cable,mid-19th,century,people,could,send,messages,instantaneously,mid-19th,century,ended,use,messages,delivered,ship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,phytoplankton,found,ocean,considerable,impact,various,earth,systems,use,carbon,dioxide,photosynthesis,turn,provide,almost,half,oxygen,breathe,larger,world,phytoplankton,population,carbon,dioxide,gets,pulled,atmosphere,less,carbon,dioxide,greenhouse,gas,means,lower,average,temperatures,scientists,found,given,population,phytoplankton,double,numbers,per,day,words,phytoplankton,respond,rapidly,changes,environment,large,populations,sustained,long,periods,time,might,significantly,lower,atmospheric,carbon,dioxide,levels,turn,lower,average,temperatures,understanding,monitoring,phytoplankton,help,scientists,study,predict,environmental,change,according,passage,phytoplankton,produce,rapid,changes,atmospheric,carbon,dioxide,significant,amount,greenhouse,gases,almost,half,earth,breathable,oxygen,lower,average,ocean,temperatures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,pennsylvania,baltimore,ohio,railroads,announced,planned,build,new,terminal,union,station,people,washington,celebrated,meant,pennsylvania,railroad,prr,would,soon,remove,tracks,terminal,national,mall,importantly,plans,bring,city,railroads,one,roof,promised,washington,would,finally,station,large,enough,handle,large,crowds,would,impressive,enough,reflect,growing,importance,united,states,capital,architects,daniel,burnham,peirce,anderson,conveyed,message,station,design,using,neoclassical,elements,connected,washington,athens,rome,massive,scale,including,facade,stretching,feet,waiting,room,ceiling,feet,floor,expensive,materials,marble,gold,leaf,granite,previously,unused,quarry,orientation,faced,building,towards,capitol,five,blocks,away,according,passage,union,station,architectural,design,meant,suggest,washington,growing,city,made,enduring,materials,modern,city,efficient,train,station,crowded,city,needs,huge,waiting,rooms,important,city,like,ancient,athens,rome,,,,,,,,,,,,,,,,,,,
1595,framers,constitution,created,new,government,untried,republic,realized,critical,need,respected,monetary,system,soon,constitution,ratification,secretary,treasury,alexander,hamilton,personally,prepared,plans,national,mint,april,congress,passed,coinage,act,created,mint,authorized,construction,mint,building,nation,capital,philadelphia,first,federal,building,erected,new,constitution,president,george,washington,appointed,philadelphian,david,rittenhouse,leading,american,scientist,first,director,mint,rittenhouse,mint,produced,first,circulating,coins,copper,cents,delivered,march,soon,mint,began,issuing,gold,silver,coins,well,president,washington,lived,blocks,new,mint,believed,donated,silver,minting,according,passage,first,mint,building,designed,david,rittenhouse,constructed,washington,managed,alexander,hamilton,far,president,lived,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,following,excerpt,training,forester,gifford,pinchot,trees,forest,helped,mutually,protecting,high,winds,producing,richer,moister,soil,would,possible,trees,stood,singly,apart,compete,among,roots,moisture,soil,light,space,growth,crowns,height,breadth,perhaps,strongest,weapon,trees,growth,height,certain,species,intolerant,shade,tree,overtopped,lost,race,good,number,young,trees,destroy,fierce,struggle,existence,prodigious,often,score,per,acre,survive,middle,old,age,many,tens,thousands,seedlings,entered,race,life,approximately,even,terms,according,passage,strongest,feature,tree,survive,competition,trees,growth,height,lot,seedlings,intolerance,shade,resistance,high,winds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,following,excerpt,culinary,herbs,cultivation,harvesting,curing,uses,kains,southern,france,england,considerable,areas,devoted,lavender,perfumery,business,flower,stems,cut,august,covered,bast,matting,protect,sun,taken,stills,obtain,thin,pale,yellow,fragrant,oil,four-year-old,plants,yield,greatest,amount,oil,product,greater,two-year,plantation,older,one,plants,vigorous,two,grades,oil,made,best,used,lavender,water,poorer,soap,making,good,season,one,pound,oil,obtained,pounds,cut,plants,according,passage,four-year-old,lavender,plants,produce,oil,better,oil,thinner,oil,stronger,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,following,excerpt,succeed,inventor,goodwin,smith,almost,inventors,show,unusually,needless,amount,haste,rushing,attorney,applying,patent,even,given,idea,practical,demonstration,whatsoever,opinion,writer,wrong,practical,way,proceed,application,patent,filing,carefully,drawn,specification,claims,course,highly,important,necessary,undertaken,searching,practical,tests,invention,well,careful,investigation,public,demand,idea,latter,source,profits,come,care,specification,written,claims,drawn,regulate,strength,protection,infringers,author,likely,wrote,passage,order,describe,criticize,advise,amuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,following,excerpt,charles,dickens,music,james,lightwood,much,loved,music,dickens,could,never,bear,least,sound,noise,studying,writing,ever,waged,fierce,war,church,bells,itinerant,musicians,even,scotland,troubles,cease,writes,infernal,piper,practicing,window,competition,pipers,come,shortly,elsewhere,says,found,dover,bandy,carefully,explains,refer,legs,letter,forster,complains,bitterly,vagrant,musicians,broadstairs,write,half,hour,without,excruciating,organs,fiddles,bells,glee,singers,barrel-organ,somewhere,calls,italian,box,music,one,source,annoyance,bells,special,aversion,according,passage,following,bothered,dickens,bells,organs,scottish,pipers,itinerant,musicians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,hungry,grab,api,july,red,queen,cox,different,varieties,apples,hundreds,delicious,varieties,apples,find,new,one,try,farmer,market,last,fall,saw,sign,pink,pearl,apples,apple,medium-sized,sort,red/orange,color,sure,pink,name,bought,one,figured,would,like,pink,lady,common,variety,soon,bit,became,clear,pink,lady,flesh,fruit,deep,pink,color,never,seen,anything,like,delicious,crispy,perfect,balance,sweet,tart,made,want,try,another,kind,never,tried,quest,try,new,kinds,apples,found,although,varieties,apples,account,almost,apples,sold,commercially,united,states,varieties,grown,finding,something,new,try,going,hard,found,rewards,worth,effort,according,passage,following,statements,correct,pink,pearl,apples,appear,red/orange,color,pink,pearl,apples,common,variety,pink,lady,apples,deep,pinkish,flesh,inside,pink,lady,apple,balance,sweet,tart,,,,,,,,,,,,,,,,
1601,ancient,times,olympic,games,dedicated,greek,gods,took,place,olympia,greek,religious,center,whereas,modern,olympic,champions,adorned,bronze,silver,gold,medals,early,victors,received,variety,awards,immediately,event,ancient,games,finished,winner,announced,name,given,palm,branch,judge,tied,red,ribbons,around,head,hands,last,day,official,award,ceremony,wreath,made,leaves,cut,olive,trees,would,placed,around,victor,head,additional,tributes,might,include,statue,athlete,erected,olympia,local,honors,home,city,free,meals,special,seats,public,events,though,monetary,awards,part,package,successful,athletes,old,current,medal,winners,may,paid,tens,thousands,dollars,home,country,achieve,tremendous,financial,gain,advertising,contracts,according,passage,judge,ancient,olympic,games,give,champion,right,event,medal,statue,palm,branch,olive,branch,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,following,excerpt,quilts,marie,webster,quilts,pieced,patched,made,mountaineers,cabins,great,variety,designs,many,designs,used,succeeding,generation,quilters,without,variation,whatever,well-known,names,also,designs,originated,proficient,quilt,maker,made,use,common,flower,basis,conventional,design,great,many,years,since,materials,used,making,mountain,quilts,dyed,well,woven,home,dyes,homemade,common,roots,shrubs,gathered,nearby,woods,meadows,blue,obtained,wild,indigo,brown,walnut,hulls,black,bark,scrub-oak,yellow,laurel,leaves,based,passage,following,might,skilled,quilt,maker,use,basis,original,quilt,design,common,flower,common,root,tree,bark,nut,hull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,two,hundred,years,whenever,debate,broken,united,states,political,cartoons,take,part,argument,sometimes,push,limits,benjamin,franklin,join,die,cartoon,appeared,pennsylvania,gazette,since,political,cartoonists,long,used,skills,praise,attack,caricature,lampoon,otherwise,express,opinions,urgent,political,issues,day,political,cartoons,began,street-level,phenomenon,eighteenth,early,nineteenth,centuries,often,posted,walls,passed,person,person,well,published,newspapers,end,nineteenth,century,important,part,growing,popularity,newspapers,magazines,intense,competition,readership,made,provocative,cartoons,valuable,selling,point,today,political,cartoons,appear,wide,range,online,print,publications,still,stir,controversy,according,passage,political,cartoons,started,controversial,way,sell,newspapers,way,leaders,express,opinions,street-level,phenomenon,source,controversy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
